dataset,phase,budget,comparator,final_gain_percent,gain_ci_low,gain_ci_high,error_difference_percent_points,difference_ci_low,difference_ci_high
cifar10_gist512,test,32,deann_median_time_ns,15.376324662617435,7.694248503638025,22.179936994211904,4.601953338107023,2.178210777782392,6.895963215918438
cifar10_gist512,test,32,deann_original,12.940445233149722,5.314445259635905,19.024690071843725,3.764560935065142,1.5178097763355152,5.703523008120727
cifar10_gist512,test,32,exact_annular,-79.08200174123424,-92.93641538384935,-65.0780109670259,-11.184260334043291,-12.896303047674843,-9.533211819072669
cifar10_gist512,test,32,uniform_mc,21.131874145942685,13.164666842768018,28.206125154412366,6.7860655233187295,4.0061638640279345,9.71323835653314
cifar10_gist512,test,64,deann_mean_relative_error,2.667855721705026,-4.843830941326797,9.504209573172904,0.46210091338542425,-0.8293531446730473,1.7074625028594106
cifar10_gist512,test,64,deann_median_time_ns,20.930932118437752,12.34907552689492,28.457048599688157,4.462854512127171,2.4854367126291486,6.456141436873278
cifar10_gist512,test,64,deann_original,9.805114023830031,3.2223453709148737,15.971499885217225,1.8327427644466794,0.5871948697507431,3.1053530560548444
cifar10_gist512,test,64,exact_annular,-56.93629299559344,-70.23914246207207,-44.71856612510469,-6.116409819335063,-7.28020696756046,-4.914892349090745
cifar10_gist512,test,64,uniform_mc,29.521914259211833,22.68305375733359,36.20376317354547,7.061893991618809,5.014290305620598,9.46608779671009
cifar10_gist512,test,128,deann_mean_relative_error,-2.308735248483118,-10.157626294347114,4.788061351365092,-0.23806203614703814,-1.0204479463603093,0.4996885400810348
cifar10_gist512,test,128,deann_median_time_ns,26.147498595663986,20.344638035647726,31.632843910919163,3.7350263059941144,2.7808043394725828,4.7679448035037035
cifar10_gist512,test,128,deann_original,13.432539281006918,5.9123531219049195,20.801736053955015,1.6369377598538293,0.7089221084806151,2.712553675381827
cifar10_gist512,test,128,exact_annular,-36.96310982246003,-46.993250073083935,-27.38936985725652,-2.8470403380233265,-3.527656331502543,-2.1712457504731018
cifar10_gist512,test,128,uniform_mc,33.61059484994854,27.610785835316776,38.989348265504255,5.340797941050256,4.119892473053737,6.6155822223642
cifar10_gist512,test,256,deann_mean_relative_error,-19.726176420847196,-29.126234706946796,-11.070601609940688,-1.0420722041850288,-1.4902278852630548,-0.6032863851978386
cifar10_gist512,test,256,deann_median_time_ns,36.21117109202731,30.300041302796625,41.77827278414808,3.5903927093688823,2.796712743039685,4.42987736114507
cifar10_gist512,test,256,deann_original,7.014833717232493,-1.2819060342831472,13.925189152987782,0.4771420814409011,-0.08460289071902742,0.9899921982326149
cifar10_gist512,test,256,exact_annular,-24.945282005575198,-35.73267099149455,-14.702548664593143,-1.2627360181349272,-1.7235995675694475,-0.770156125982749
cifar10_gist512,test,256,uniform_mc,45.34744037500996,39.89857041378848,50.31328595255991,5.247908855972757,4.313469829408778,6.267304875075329
cifar10_gist512,test,512,deann_mean_relative_error,-45.78602899958795,-57.86631332838098,-34.679811896256936,-1.0271261802157667,-1.2640514877368256,-0.8067733463202932
cifar10_gist512,test,512,deann_median_time_ns,45.025994035891436,40.447231246962275,49.417411812710746,2.6786295208361746,2.2797653802403053,3.11066317245034
cifar10_gist512,test,512,deann_original,18.953035996530833,12.755828416323116,24.630829747032315,0.7648015563846096,0.4874833214798651,1.0296274095554279
cifar10_gist512,test,512,exact_annular,1.0478968934115485,-8.295209231186897,9.2681203252353,0.03463380842766567,-0.2600161583936283,0.32289075976124326
cifar10_gist512,test,512,uniform_mc,58.23842064197542,53.530040044737206,62.72839114074273,4.560782912064653,3.858572117980883,5.310686757252025
isolet,audit,32,deann_mean_relative_error,4.601482093071052,-3.8579850327622727,12.514892923238248,1.7524823953764535,-1.4646613091679244,4.920165112129967
isolet,audit,32,deann_median_time_ns,14.273319916027349,7.144050094334258,21.036256646409914,6.049319880281844,2.9185437634911,9.151146358259687
isolet,audit,32,deann_original,5.039615349093285,-3.210387289276879,12.496664159919405,1.9282017832074339,-1.1874086598525133,4.955001132059059
isolet,audit,32,exact_annular,-109.6483562428051,-128.82992350915768,-92.80557098031646,-19.00238964720784,-21.637566837513862,-16.436838090152065
isolet,audit,32,uniform_mc,41.90534423818174,31.805801626020248,52.34172130118066,26.207813238632475,17.102828186923023,38.81565701660278
isolet,audit,64,deann_mean_relative_error,-0.8080094006961192,-10.1906510599556,7.321977792052848,-0.1569284552909167,-1.9045350336568925,1.4853047968407684
isolet,audit,64,deann_median_time_ns,18.83645204997231,12.489316554195092,24.31804882596683,4.54379162135344,2.9365737064999635,6.125908095716596
isolet,audit,64,deann_original,1.6341581381274395,-7.208979239688522,9.834858329462348,0.3252595772593819,-1.3923310007444405,1.9966224492622215
isolet,audit,64,exact_annular,-37.5385264989154,-48.62876187838088,-26.178494610959042,-5.3435906258684716,-6.626068875584122,-3.9123030619385317
isolet,audit,64,uniform_mc,51.758473924745886,46.42768938583742,56.83429593426439,21.005873721650612,17.23360374911997,25.127728704991135
isolet,audit,128,deann_mean_relative_error,-35.3635229156199,-49.041104606257754,-23.47539747164478,-3.045855439122479,-4.017141821271374,-2.1456205010022935
isolet,audit,128,deann_median_time_ns,20.336259354865604,13.395472985187013,26.60583364807518,2.976225201560587,1.8741126421863823,4.039062802828544
isolet,audit,128,deann_original,-28.276443753253954,-41.50357557706663,-17.17521285363517,-2.5700009871843816,-3.544946467813633,-1.639614137054367
isolet,audit,128,exact_annular,-14.6664057566813,-24.085311161202405,-5.203206503671706,-1.4912240839848407,-2.3228285863306617,-0.566746372448923
